market_sku,sku_name,market_spu,spu_name,subcategory,category,collection,color_tone,material_helper
AU-PB-000552,"Rio Outdoor Teak, 240cm and 2 Chairs and 180cm Bench",AU-TPB-000509,Rio Outdoor Teak Build-Your-Own Dining Set,Outdoor Rectangular Dining Table Sets,Outdoor,Rio Outdoor,brown_tone,Wood
AU-54000098-CY4004,"Jonathan Left Chaise, Carbon Grey",AU-T54000098,Jonathan Left Chaise,Modular Chaises,Sofa & Armchairs,Jonathan,black_tone,Fabric
AU-PB-000646-PG4001,"Mori Left Arm 2 Seater with Side Ottoman & Coffee Table & Side Table & C-Side Table, Alpine",AU-TPB-000627,"Mori Build-Your-Own Living Room Set, 2-3 Seater",Sofa Sets,Furniture Sets,Mori,white_tone,Fabric|Feather|Wood
US-50440711-SR4005,"Pebble Left Facing 2-Seater Sofa, Fumo Gray",US-T50440711,Pebble Left Facing 2-Seater Sofa,Modular 2-Seater Sofas,Sofa & Armchairs,Pebble,grey_tone,Fabric
US-40550179,Hudson King Size Bed,US-T40550178,Hudson Bed,Bedframes,Beds,Hudson,grey_tone,Wood|Metal|Fabric
US-PB-000710-PG4001,"Mori Right Chaise Sectional with Side Ottoman & Coffee Table & Side Table & C-Side Table, Alpine",US-TPB-000735,"Mori Build-Your-Own Living Room Set, 4-5 Seater",Sofa Sets,Furniture Sets,Mori,white_tone,Fabric|Feather|Wood
US-PB-000998-CO4001,Malta Outdoor 3 Seater Sofa and 2 Lounge Chairs and Pedestal Shape Coffee Table,US-TPB-000995,Malta Outdoor Build-Your-Own Lounge Set,Outdoor Sofa Sets,Outdoor,Malta Outdoor,beige_tone,Wicker
US-PB-000759-CB4001,"Auburn Curve 3 Seater with Ottoman & Wedge Storage Console Walnut, Performance Chalk Bouclé",US-TPB-000744,"Auburn Build-Your-Own Living Room Set, 3-4 Seater",Sofa Sets,Furniture Sets,Auburn,white_tone,Fabric|Performance Fabric|Bouclé
US-PB-000619-BW4002-WA,"Owen Left Chaise Sectional Sofa with Ottoman & Armchair, Opal Beige (Walnut Leg)",US-TPB-000619,Owen Build-Your-Own Living Room Set,Sofa Sets,Furniture Sets,Owen,beige_tone,Fabric|Wood
US-PB-000668-PG4001,"Mori Armless 2 Seater with Side Ottoman & Armchair & Side Table, Performance Alpine",US-TPB-000627,"Mori Build-Your-Own Living Room Set, 2-3 Seater",Sofa Sets,Furniture Sets,Mori,white_tone,Fabric|Feather|Wood
US-PB-000642-PG4001,"Mori Armless 2 Seater with Side Ottoman & Coffee Table & Side Table & C-Side Table, Alpine",US-TPB-000627,"Mori Build-Your-Own Living Room Set, 2-3 Seater",Sofa Sets,Furniture Sets,Mori,white_tone,Fabric|Feather|Wood
US-PB-000729-PG4001,"Mori Armless L-Shape with Ottoman & Side Table, Performance Alpine",US-TPB-000735,"Mori Build-Your-Own Living Room Set, 4-5 Seater",Sofa Sets,Furniture Sets,Mori,white_tone,Fabric|Feather|Wood
US-50440609-LE4014,"Brooks Leather Pouf, Saddle Tan",US-T50440609,Brooks Leather Pouf,Poufs,Accessories,Brooks,multi_tone,Leather
US-PB-001312-TE4004,"Joseph King Size Bed with 2 Nightstands & 3-Drawer Dresser Set, Stone Grey",US-TPB-001309,Joseph Build-Your-Own Bedroom Set,Bed Sets,Furniture Sets,Joseph,multi_tone,Wood|Bouclé|Fabric
US-50530001-MRS,"Hebe 16-Piece Cutlery Set, Mirror Silver",US-T50530001,Hebe 16-Piece Cutlery Set,Cutlery Sets,Tableware,Hebe,multi_tone,
US-PB-000198-GI4002,"Jonathan Chaise Sectional Sofa Right Facing with Ottoman, Dark Granite",US-TPB-000197,Jonathan Chaise Sectional Sofa with Ottoman,Sofa Sets,Furniture Sets,Jonathan,black_tone,Fabric
AU-AS-000073C-PL4005-SV,"Adams Extended Chaise Sectional Sofa Left Facing Customized, Teal (Silver Leg)",AU-TAS-000073C,Adams Extended Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Adams,cyan_tone,Fabric
AU-AS-000073C-SR4001-SV,"Adams Extended Chaise Sectional Sofa Left Facing Customized, Canary Yellow (Silver Leg)",AU-TAS-000073C,Adams Extended Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Adams,yellow_tone,Fabric
US-PB-000783-AR4002,"Auburn Curve L-Shape with 1 Rectangular Storage Console Walnut & Ottoman, Performance Basalt",US-TPB-000777,"Auburn Build-Your-Own Living Room Set, 5-6 Seater",Sofa Sets,Furniture Sets,Auburn,grey_tone,Fabric|Performance Fabric|Bouclé
US-54000113-PG4001,"Mori Armchair Seat, Performance Alpine",US-T54000113,Mori Armchair Seat,Armchairs,Sofa & Armchairs,Mori,white_tone,
US-PB-000644-PG4001,"Mori Left Arm 2 Seater with Side Ottoman & Armchair & Coffee Table & Side Table & C-Side Table, Alpine",US-TPB-000627,"Mori Build-Your-Own Living Room Set, 2-3 Seater",Sofa Sets,Furniture Sets,Mori,white_tone,Fabric|Feather|Wood
US-PB-000646-PG4001,"Mori Left Arm 2 Seater with Side Ottoman & Coffee Table & Side Table & C-Side Table, Alpine",US-TPB-000627,"Mori Build-Your-Own Living Room Set, 2-3 Seater",Sofa Sets,Furniture Sets,Mori,white_tone,Fabric|Feather|Wood
US-PB-000696-PG4001,"Mori Armless L-Shape with Side Ottoman & Armchair & Coffee Table & Side Table & C-Side Table, Alpine",US-TPB-000735,"Mori Build-Your-Own Living Room Set, 4-5 Seater",Sofa Sets,Furniture Sets,Mori,white_tone,Fabric|Feather|Wood
US-PB-000774-AR4002,"Auburn Chaise Sectional Left Facing with 2 Rectangular Storage Console Walnut & Ottoman, Performance Basalt",US-TPB-000777,"Auburn Build-Your-Own Living Room Set, 5-6 Seater",Sofa Sets,Furniture Sets,Auburn,grey_tone,Fabric|Performance Fabric|Bouclé
US-PB-000777-CB4001,"Auburn Sectional Sofa with 2 Rectangular Storage Console Walnut & Ottoman, Performance Chalk Bouclé",US-TPB-000777,"Auburn Build-Your-Own Living Room Set, 5-6 Seater",Sofa Sets,Furniture Sets,Auburn,white_tone,Fabric|Performance Fabric|Bouclé
US-50630017,Nadine Wall Mirror,US-T50630017,Nadine Wall Mirror,Wall Mirrors,Mirrors,Nadine,multi_tone,
AU-50440051C-VL4005,"Throw Cushion (52cm x 52cm) Customized, Dusty Rose Velvet",AU-T50440051-VL,Velluto Velvet Throw Cushion (52cm x 52cm),Cushions,Accessories,Castlery Signature Throw Cushion,red_tone,Velvet
AU-50440092C-VL4007,"Tana Sofa Sectional Left Hand Facing Replacement Fabric Cover Customized, Fog Grey Velvet",AU-T50440091,Tana Chaise Sectional Sofa Replacement Fabric Cover,Sofa Covers,Accessories,Tana,grey_tone,Velvet
AU-50440407C-PL4012,"Wayne Ottoman Replacement Fabric Cover Customized, Sea Green",AU-T50440407,Wayne Ottoman Replacement Fabric Cover,Sofa Covers,Accessories,Wayne,green_tone,Fabric
AU-53900004,Carson TV Unit,AU-T53900004,Carson TV Unit,TV Unit,Storage,Carson,brown_tone,Wood|Metal
AU-AS-000194-VL4012-SV,"Adams Chaise Sectional Sofa Right Facing, Jet Black Velvet (Silver Leg)",AU-TAS-000082,Adams Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Adams,black_tone,Velvet|Metal
US-PB-000620-BW4002-NA,"Owen Left Chaise Sectional Sofa with Ottoman, Opal Beige (Natural Leg)",US-TPB-000619,Owen Build-Your-Own Living Room Set,Sofa Sets,Furniture Sets,Owen,beige_tone,Fabric|Wood
US-PB-001157-PG4001,"Mori 3 Seater with Side Ottoman & Armchair & C-Side Table, Alpine",US-TPB-000627,"Mori Build-Your-Own Living Room Set, 2-3 Seater",Sofa Sets,Furniture Sets,Mori,white_tone,Fabric|Feather|Wood
AU-AS-000077C-LY4004-BLK,"Adams U-Shape Sectional Sofa with Ottoman Left Facing Customized, Pearl Blue (Black Leg)",AU-TAS-000077C,Adams U-Shape Sectional Sofa with Ottoman,U-Shape Sectional Sofas,Sofa & Armchairs,Adams,blue_tone,Fabric
US-TAS-000202C-TL4002,Jonathan L-Shape Sectional Sofa Pearl Beige,US-TAS-000202,Jonathan L-Shape Sectional Sofa,L-Shape Sectional Sofas,Sofa & Armchairs,Jonathan,multi_tone,Fabric
US-54000105-VL4014,"Owen Armchair Seat, Olive Gold Velvet",US-T54000105,Owen Armchair Seat,Armchairs,Sofa & Armchairs,Owen,multi_tone,
AU-AS-000325C-DU4001-GD,"Adams King Size Bed Customized, Silver Grey (Brass Leg)",AU-TAS-000325C,"Adams Bed, Fumo Grey",Bedframes,Beds,Adams,grey_tone,Fabric|Velvet
US-TAS-000188C-BLK-IN4002,Adams Sofa Performance White Quartz Bouclé Black,US-TAS-000188,Adams Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,multi_tone,Fabric|Metal
US-AS-000189-DV4001-GD,"Adams Armchair Lagoon Distressed Velvet, Brass Leg",US-TAS-000359,Adams Armchair,Armchairs,Sofa & Armchairs,Adams,teal_tone,Velvet|Metal
US-PB-000846-SR4006-BM,"Pebble Chaise Sectional Sofa Left Facing with Ottoman, Forest Green",US-TPB-000846,Pebble Chaise Sectional Sofa with Ottoman,Sofa Sets,Furniture Sets,Pebble,green_tone,Fabric|Metal
US-PB-000844-SR4004-SV,"Adams Chaise Sectional Sofa Left Facing with Ottoman Dove Grey, Silver Leg",US-TPB-000179,Adams Chaise Sectional Sofa with Ottoman,Sofa Sets,Furniture Sets,Adams,grey_tone,Fabric
US-PB-000220-SOR4001,"Sorrento Outdoor Sofa, 2 Lounge Chairs & Coffee Table Set with Cover, Oat Beige",US-TPB-000220,"Sorrento Outdoor Sofa, 2 Lounge Chairs & Coffee Table Set",Outdoor Sofa Sets,Outdoor,Sorrento Outdoor,beige_tone,Fabric|Metal
US-54000206-IN4002,"Sonia Dining Arm Chair, (Performance Infinity Boucle) White Quartz",US-T54000206,Sonia Dining Arm Chair,Multi-Room Chairs,Chairs & Benches,Sonia,multi_tone,
US-TAS-000329C-GD-PY4001,Adams Loveseat Performance Ivory Brass,US-TAS-000329,Adams Loveseat,Loveseats,Sofa & Armchairs,Adams,multi_tone,Fabric|Metal
US-AS-000195C-SR4006-BLK,"Adams L-Shape Sectional Sofa Customized, Forest Green (Black Leg)",US-TAS-000361,Adams L-Shape Sectional Sofa,L-Shape Sectional Sofas,Sofa & Armchairs,Adams,green_tone,Fabric|Metal
US-AS-000191C-PT4001-BLK,"Adams Ottoman Customized, Performance Creamy White (Black Leg)",US-TAS-000191,Adams Ottoman,Ottomans,Sofa & Armchairs,Adams,white_tone,Fabric|Metal
US-AS-000381C-PT4001-WA,"Owen Ottoman Customized, Performance Creamy White (Walnut Leg)",US-TAS-000381,Owen Ottoman,Ottomans,Sofa & Armchairs,Owen,white_tone,Fabric|Wood
US-50220038,"Bradley Small Hutch, Ebony",US-T50220030,Bradley Small Hutch,Shelves,Storage,Bradley,multi_tone,
US-AS-000568-PM4002-SL,"Elliot Right Corner Banquette Bench, (Performance Marcel) Brilliant White (Slate Leg)",US-TAS-000568,Elliot Performance Fabric Right Corner Banquette Bench,Modular Banquette Benches,Chairs & Benches,Elliot,multi_tone,
US-AS-000568-LE4016-NA,"Elliot Leather Right Corner Banquette Bench, (Lugano) Caramel (Fawn Leg)",US-TAS-000568-LE,Elliot Leather Right Corner Banquette Bench,Modular Banquette Benches,Chairs & Benches,Elliot,multi_tone,
US-AS-000447-PM4002-SL,"Elliot Dining Chair, Performance Brilliant White (Slate Metal Legs)",US-TAS-000447,Elliot Performance Fabric Dining Chair,Dining Chairs,Chairs & Benches,Elliot,multi_tone,Fabric|Wood
US-50630018,Nadine Floor Mirror,US-T50630018,Nadine Floor Mirror,Floor Mirrors,Mirrors,Nadine,multi_tone,
US-44230047,"Zanna Area Rug, Wheat, 7.5' x 9'",US-T44230046,Zanna Area Rug,Area Rugs,Accessories,Zanna,multi_tone,
AU-PB-000500-WA,"Kelsey Marble Dining Table 160cm and 4 Austen Chairs, Walnut",AU-TPB-000500,Kelsey Marble Dining Table with Austen Chair Set,Rectangular Dining Table Sets,Furniture Sets,Kelsey,multi_tone,Wood|Marble
US-40370033,"Lilou Jute Runner, 2.5' x 6'",US-T40370033,Lilou Jute Runner,Runners,Accessories,Lilou,yellow_tone,Jute
US-PB-000620-CA4001-WA,"Owen Left Chaise Sectional Sofa with Ottoman, Haze (Walnut Leg)",US-TPB-000619,Owen Build-Your-Own Living Room Set,Sofa Sets,Furniture Sets,Owen,grey_tone,Fabric|Wood
AU-PB-000451,Sloane Dining Table 180cm with Bench 150cm and 4 Leather Arm Chairs,AU-TPB-000449,Sloane Dining Set for 6-8,Rectangular Dining Table Sets,Furniture Sets,Sloane,multi_tone,Leather|Wood|Cane
AU-PB-001128-NG4001,"Dawson Swivel Armchair Beach Linen, Set of 2",AU-T54000131,Dawson Swivel Armchair,Armchairs,Sofa & Armchairs,Dawson,beige_tone,Fabric|Feather
AU-50440775-TL4004,"Amber Swivel Chair, Meadow Yellow",AU-T50440725N,Amber Swivel Chair,Accent Armchairs,Sofa & Armchairs,Amber,yellow_tone,Fabric
US-PB-000194-SR4004-BLK,"Adams Sofa with Ottoman Dove Gray, Black Leg",US-TPB-000194,Adams Sofa with Ottoman,Sofa Sets,Furniture Sets,Adams,grey_tone,Fabric|Metal
US-PB-000852-TL4001-BLK,"Adams Sofa with Ottoman Indigo Blue, Black Leg",US-TPB-000194,Adams Sofa with Ottoman,Sofa Sets,Furniture Sets,Adams,blue_tone,Fabric|Metal
AU-PB-000190-TR4001-BC,"Pebble 3 Seater Sofa with Ottoman, Ocean Blue",AU-TPB-000190,Pebble 3 Seater Sofa with Ottoman,Sofa Sets,Furniture Sets,Pebble,blue_tone,Fabric|Metal
AU-50440859-TA4003,"Marlow Armless 2 Seater Sofa, Chai Revival",AU-T50440859,Marlow Armless 2 Seater Sofa,Modular Armless 2-Seater Sofas,Sofa & Armchairs,Limited Edition | Marlow,multi_tone,Fabric
US-PB-001180,"Rio Outdoor Teak Dining Table, 160cm and 2 Chairs with Ivory Cover",US-TPB-000523,Rio Outdoor Teak Build-Your-Own Dining Set,Outdoor Rectangular Dining Table Sets,Outdoor,Rio Outdoor,multi_tone,Wood
US-PB-000540,"Rio Outdoor Teak Dining Table, 78.7"" and 2 Chairs",US-TPB-000523,Rio Outdoor Teak Build-Your-Own Dining Set,Outdoor Rectangular Dining Table Sets,Outdoor,Rio Outdoor,brown_tone,Wood
AU-PB-001173-TP,"Maui Outdoor Lounge Chair Set with Ivory Cover, Taupe",AU-TPB-000216,Maui Outdoor Lounge Chair Set,Outdoor Armchair Sets,Outdoor,Maui Outdoor,multi_tone,Fabric|Metal|Wood
AU-PB-001173-CH,"Maui Outdoor Lounge Chair Set with Ivory Cover, Charcoal",AU-TPB-000216,Maui Outdoor Lounge Chair Set,Outdoor Armchair Sets,Outdoor,Maui Outdoor,multi_tone,Fabric|Metal|Wood
AU-AS-000130C-LE4012-BLK,"Adams Left Facing 2-Seater Leather Customized, Metro (Black Leg)",AU-TAS-000130C,Adams Left Facing 2 Seater Sofa Leather,Modular 2-Seater Sofas,Sofa & Armchairs,Adams,grey_tone,Leather
AU-AS-000136C-LE4013-SV,"Adams Chaise Sectional Sofa Right Facing Leather Customized, Graphite (Silver Leg)",AU-TAS-000135C,Adams Chaise Sectional Sofa Leather,Chaise Sectional Sofas,Sofa & Armchairs,Adams,black_tone,Leather
AU-50440607-VL4008,"Alfie Right Corner Sofa (Walnut) Customized, Midnight Blue Velvet",AU-T50440591,Alfie Right Corner Sofa,Modular Side Corner Sofas,Sofa & Armchairs,Alfie,blue_tone,Velvet
AU-50440091-VL4005,"Tana Sofa Sectional Right Hand Facing Replacement Fabric Cover Customized, Dusty Rose Velvet",AU-T50440091,Tana Chaise Sectional Sofa Replacement Fabric Cover,Sofa Covers,Accessories,Tana,red_tone,Velvet
AU-50440803-NG4001,"Dalton Storage King Size Bedframe, Beach Linen",AU-T50440802,Dalton Storage Bedframe,Bedframes,Beds,Dalton,beige_tone,
AU-54000118-PG4001,"Mori Right Facing 2 Seater Seat, Performance Alpine",AU-T54000118,Mori Right Facing 2 Seater Seat,Modular 2-Seater Sofas,Sofa & Armchairs,Mori,white_tone,
AU-AS-000136C-LE4010-SV,"Adams Chaise Sectional Sofa Right Facing Leather Customized, Soot (Silver Leg)",AU-TAS-000135C,Adams Chaise Sectional Sofa Leather,Chaise Sectional Sofas,Sofa & Armchairs,Adams,black_tone,Leather
AU-AS-000082C-VL4005-SV,"Adams Chaise Sectional Sofa Right Facing Customized, Dusty Rose Velvet (Silver Leg)",AU-TAS-000081C,Adams Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Adams,red_tone,Velvet
AU-50440259C-PL4007,"Tana Sofa Sectional Left Hand Facing Customized, Oxford Blue",AU-T50440258,Tana Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Tana,blue_tone,Fabric
AU-50440635C-TE4001,"Hans 2 Seater Sofa Customized, Light Brown",AU-T50440635,Hans 2 Seater Sofa,2 Seater Sofas,Sofa & Armchairs,Hans,brown_tone,Fabric
AU-50440406C-TE4002,"Wayne Armchair Replacement Fabric Cover Customized, Ludo Grey",AU-T50440406,Wayne Armchair Replacement Fabric Cover,Sofa Covers,Accessories,Wayne,black_tone,Fabric
AU-AS-000067C-PL4002-SV,"Adams Right Chaise Customized, Charcoal (Silver Leg)",AU-TAS-000067C,Adams Right Chaise,Modular Chaises,Sofa & Armchairs,Adams,black_tone,Fabric
AU-AS-000075C-VC4001-SV,"Adams Chaise Sectional Sofa with Ottoman Left Facing Customized, Parchment Beige (Silver Leg)",AU-TAS-000075C,Adams Chaise Sectional Sofa with Ottoman,Chaise Sectional Sofas,Sofa & Armchairs,Adams,grey_tone,Fabric
AU-AS-000134C-LE4007-SV,"Adams Right Facing 2-Seater Leather Customized, Saddle Tan (Silver Leg)",AU-TAS-000134C,Adams Right Facing 2 Seater Sofa Leather,Modular 2-Seater Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
AU-AS-000065C-DU4003-BLK,"Adams 2-Seater Left Facing Customized, Coral Blue (Black Leg)",AU-TAS-000065C,Adams Left Facing 2 Seater Sofa,Modular 2-Seater Sofas,Sofa & Armchairs,Adams,blue_tone,Fabric
AU-AS-000066-SR4005-BLK,"Adams Left Chaise, Fumo Grey (Black Leg)",AU-TAS-000066C,Adams Left Chaise,Modular Chaises,Sofa & Armchairs,Adams,black_tone,Fabric
AU-AS-000064C-LY4003-SV,"Adams 2-Seater Right Facing Customized, Rosa Red (Silver Leg)",AU-TAS-000064C,Adams Right Facing 2 Seater Sofa,Modular 2-Seater Sofas,Sofa & Armchairs,Adams,red_tone,Fabric
AU-TAS-000290C-LS-TL4003,Jonathan Extended Side Chaise Sofa Charcoal Grey Left Facing,AU-TAS-000290,Jonathan Extended Side Chaise Sofa,Extended 3 Seater Sofas,Sofa & Armchairs,Jonathan,multi_tone,Fabric
US-AS-000124-LE4011-BLK,"Adams Corner Sofa Leather, Mocha (Black Leg)",US-TAS-000124,Adams Corner Sofa Leather,Modular Corner Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
US-50440275-LE4007,"Todd Right Corner Sofa Leather, Saddle Tan",US-T50440275-LE,Todd Right Corner Sofa Leather,Modular Side Corner Sofas,Sofa & Armchairs,Todd,brown_tone,Leather
US-50440609-LE4009,"Brooks Leather Pouf, Vintage Latte",US-T50440609,Brooks Leather Pouf,Poufs,Accessories,Brooks,brown_tone,Leather
US-50650004-FG,"Torri Counter Stool, Fir Green",US-T50650004,Torri Counter Stool,Counter Stools,Chairs & Benches,Torri,green_tone,Velvet
US-AS-000328C-NG4001-SV,"Adams 3 Seater Sofa Customized, Beach Linen (Silver Leg) (AU/US Ver)",US-TAS-000188,Adams Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,beige_tone,Fabric|Metal
US-50220036,"Bradley Bench 59“, Ebony",US-T50220018,Bradley Bench,Dining Benches,Chairs & Benches,Bradley,multi_tone,Wood
US-T54000013C-PY4003,Jonathan Ottoman Performance Moss,US-T54000013,Jonathan Ottoman,Modular Ottomans,Sofa & Armchairs,Jonathan,multi_tone,Fabric
AU-PB-001522-AL,"Rio Outdoor Aluminum Dining Table, 240cm and 6 Chairs and and 180cm Bench",AU-TPB-000509,Rio Outdoor Teak Build-Your-Own Dining Set,Outdoor Rectangular Dining Table Sets,Outdoor,Rio Outdoor,multi_tone,Wood
AU-TAS-000082C-R-BLK-PY4002,Adams Chaise Sectional Sofa Performance Dove Grey Right Facing Black,AU-TAS-000082,Adams Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Adams,multi_tone,Fabric|Metal
AU-AS-000069C-TE4005-SV,"Adams Ottoman Customized, Sand Grey (Silver Leg)",AU-TAS-000069C,Adams Ottoman,Ottomans,Sofa & Armchairs,Adams,grey_tone,Fabric
AU-AS-000069C-DU4005-GD,"Adams Ottoman Customized, Ash Grey (Brass Leg)",AU-TAS-000069C,Adams Ottoman,Ottomans,Sofa & Armchairs,Adams,black_tone,Fabric
AU-50440020C-TE4002,"Todd Ottoman Customized, Ludo Grey",AU-T50440020,Todd Ottoman,Ottomans,Sofa & Armchairs,Todd,black_tone,Fabric
AU-AS-000220-SOR4001,Sorrento Outdoor Extended L-Shape Sectional Sofa with Cover,AU-TAS-000220,Sorrento Outdoor Extended L-Shape Sectional Sofa,Outdoor L-Shape Sectional Sofas,Outdoor,Sorrento Outdoor,beige_tone,Fabric|Metal
AU-50440285-LEDL4001,"Todd Queen Size Storage Bed Leather, Onyx",AU-T50440285C-LE,Todd Storage Bed Leather,Bedframes,Beds,Todd,black_tone,Leather
AU-AS-000030C-PL4005,"Todd Sectional Sofa Customized, Teal",AU-TAS-000030C,Todd Sectional Sofa,L-Shape Sectional Sofas,Sofa & Armchairs,Todd,cyan_tone,Fabric
AU-50440266C-DU4001,"Todd Left Arm Sofa Customized, Silver Grey",AU-T50440266,Todd Left Arm Sofa,Modular Side Corner Sofas,Sofa & Armchairs,Todd,grey_tone,Fabric
AU-AS-000328C-NG4002-SV,"Adams 3 Seater Sofa Customized, Seagull (Silver Leg) (AU/US Ver)",AU-TAS-000188,Adams 3 Seater Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,grey_tone,Fabric|Metal
AU-AS-000195C-NG4001-GD,"Adams L-Shape Sectional Sofa Customized, Beach Linen (Brass Leg)",AU-TAS-000072,Adams L-Shape Sectional Sofa,L-Shape Sectional Sofas,Sofa & Armchairs,Adams,beige_tone,Fabric|Metal
AU-AS-000345C-TL4003-NA,"Owen 3 Seater Sofa Customized, Charcoal Grey (Natural Leg) (AU/US Ver)",AU-TAS-000345,Owen 3 Seater Sofa,3 Seater Sofas,Sofa & Armchairs,Owen,grey_tone,Fabric|Wood
AU-AS-000135C-LE4008-BLK,"Adams Chaise Sectional Sofa Left Facing Leather Customized, Pecan (Black Leg)",AU-TAS-000135C,Adams Chaise Sectional Sofa Leather,Chaise Sectional Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
AU-AS-000125C-LE4012-BLK,"Adams Right Corner Sofa Leather Customized, Metro (Black Leg)",AU-TAS-000125C,Adams Right Corner Sofa Leather,Modular Side Corner Sofas,Sofa & Armchairs,Adams,grey_tone,Leather
AU-AS-000126C-LE4007-GD,"Adams Left Corner Sofa Leather Customized, Saddle Tan (Brass Leg)",AU-TAS-000126C,Adams Left Corner Sofa Leather,Modular Side Corner Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
AU-AS-000127C-LE4007-BLK,"Adams Armchair Leather Customized, Saddle Tan (Black Leg)",AU-TAS-000127C,Adams Armchair Leather,Armchairs,Sofa & Armchairs,Adams,brown_tone,Leather
US-AS-000582-NG4001,"Dawson Chaise Sectional Sofa Cover Right Facing, Beach Linen",US-TAS-000579,Dawson Combination Sofa Cover,Sofa Covers,Accessories,Dawson,beige_tone,Fabric
US-PB-000978,Seb King Size Bed with 2 Nightstand Set,US-TPB-000981,Seb Build-Your-Own Bedroom Set,Bed Sets,Furniture Sets,Seb,brown_tone,Wood|Fabric
US-AS-000282C-PT4001-WA,"Owen Chaise Sectional Sofa Right Hand Facing Customized, Performance Creamy White (Walnut Leg)",US-T54000008,Owen Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Owen,white_tone,Fabric|Wood
US-AS-000282C-PM4002-NA,"Owen Chaise Sectional Sofa Right Hand Facing Customized, Performance Brilliant White (Natural Leg)",US-T54000008,Owen Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Owen,white_tone,Fabric|Wood
US-54000204-LE4016,"Kelsey Leather Counter Stool, (Lugano) Caramel (Walnut Stain)",US-T54000203,Kelsey Leather Counter Stool,Counter Stools,Chairs & Benches,Kelsey,multi_tone,
AU-50440780-MC4002,"Hamilton Round Chaise Sectional Sofa Left Facing, Brilliant White",AU-T50440780,Hamilton Round Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Hamilton,white_tone,Fabric|Metal
AU-50520003,"Sloane Dining Table, 180cm",AU-T50520003,Sloane Dining Table,Rectangular Dining Tables,Tables,Sloane,grey_tone,Wood
AU-54000028-LE4017,"Jonathan Leather Extended Sofa, Warm Taupe",AU-T54000028,Jonathan Leather Extended Sofa,Extended 3 Seater Sofas,Sofa & Armchairs,Jonathan,brown_tone,Leather
AU-AS-000377-NG4001,"Dawson Chaise Sectional Sofa Right Facing, Beach Linen",AU-TAS-000229,Dawson Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Dawson,beige_tone,Fabric|Feather
AU-AS-000230-NG4001,"Dawson Chaise Sectional Sofa Right Facing, Beach Linen",AU-TAS-000229,Dawson Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Dawson,beige_tone,Fabric|Feather
US-50440934-VE4002,"Cassidy Swivel Chair, (Performance Vermont) Chocolate",US-T50440934,Cassidy Swivel Chair,Multi-Room Chairs,Chairs & Benches,Cassidy,brown_tone,Fabric
AU-50440791-NG4001,"Dalton Queen Size Bed, Beach Linen",AU-T50440791,Dalton Bed,Bedframes,Beds,Dalton,beige_tone,Wood|Fabric
AU-41960001,"Vincent Dining Table, 150cm",AU-T41960001,"Vincent Dining Table, Walnut",Rectangular Dining Tables,Tables,Vincent,brown_tone,Wood
AU-54000136-NG4002,"Dawson King Size Storage Bed, Seagull",AU-T54000135,Dawson Storage Bed,Bedframes,Beds,Dawson,grey_tone,Metal|Fabric|Plastic
AU-AS-000379-NG4001,"Dawson Pit-Sectional Sofa, Beach Linen",AU-TAS-000379,Dawson Pit-Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Dawson,beige_tone,Fabric|Feather
AU-40210003-CH,"Maui Outdoor 2 Seater Sofa & 2 Lounge Chairs Set, Charcoal",AU-T40210003,Maui Outdoor 2 Seater Sofa & 2 Lounge Chairs Set,Outdoor Sofa Sets,Outdoor,Maui Outdoor,black_tone,Fabric|Metal|Wood
US-52460048,Tate Sideboard,US-T52460048,Tate Sideboard,Sideboards,Storage,Tate,black_tone,Wood|Metal
US-54000013-LE4017,"Jonathan Leather Ottoman, Warm Taupe",US-T54000013-LE,Jonathan Leather Ottoman,Ottomans,Sofa & Armchairs,Jonathan,brown_tone,Leather
US-40210002-TP,"Maui Outdoor Lounge Chair, Taupe",US-TAS-000216,Maui Outdoor Lounge Chair,Outdoor Lounge Chairs,Outdoor,Maui Outdoor,grey_tone,Fabric|Metal|Wood
AU-AS-000227-NG4001,"Dawson 3 Seater Sofa, Beach Linen",AU-TAS-000227,Dawson 3 Seater Sofa,3 Seater Sofas,Sofa & Armchairs,Dawson,beige_tone,Fabric|Feather
