market_sku,sku_name,market_spu,spu_name,subcategory,category,collection,color_tone,material_helper
AU-AS-000064C-PL4007-GD,"Adams 2-Seater Right Facing Customized, Oxford Blue (Brass Leg)",AU-TAS-000064C,Adams Right Facing 2 Seater Sofa,Modular 2-Seater Sofas,Sofa & Armchairs,Adams,blue_tone,Fabric
AU-AS-000063-SR4004-BLK,"Adams Corner Sofa, Dove Grey (Black Leg)",AU-TAS-000063C,Adams Corner Sofa,Modular Corner Sofas,Sofa & Armchairs,Adams,grey_tone,Fabric
AU-AS-000141C-LE4013-BLK,"Adams Chaise Sectional Sofa with Ottoman Left Facing Leather Customized, Graphite (Black Leg)",AU-TAS-000141C,Adams Chaise Sectional Sofa with Ottoman Leather,Chaise Sectional Sofas,Sofa & Armchairs,Adams,black_tone,Leather
AU-AS-000380C-NG4001-NA,"Owen Armchair Customized, Beach Linen (Natural Leg)",AU-TAS-000380,Owen Armchair,Armchairs,Sofa & Armchairs,Owen,beige_tone,Fabric|Wood
AU-AS-000129C-LE4009-BLK,"Adams Left Chaise Leather Customized, Vintage Latte (Black Leg)",AU-TAS-000129C,Adams Left Chaise Leather,Modular Chaises,Sofa & Armchairs,Adams,brown_tone,Leather
AU-AS-000129C-LE4009-GD,"Adams Left Chaise Leather Customized, Vintage Latte (Brass Leg)",AU-TAS-000129C,Adams Left Chaise Leather,Modular Chaises,Sofa & Armchairs,Adams,brown_tone,Leather
AU-AS-000080C-TE4005-GD,"Adams Sofa Right Facing Customized, Sand Grey (Brass Leg)",AU-TAS-000079C,Adams Extended Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,grey_tone,Fabric
AU-41960025,"Vincent Dining Table 220cm, Oak",AU-T41960014,"Vincent Dining Table, Oak",Rectangular Dining Tables,Tables,Vincent,yellow_tone,Wood
AU-44230011,"Abanna Area Rug, Oyster, 229 x 274cm",AU-T44230010,Abanna Wool Area Rug,Area Rugs,Accessories,Abanna,grey_tone,Wool|Responsibly Sourced|Handmade
US-AS-000336-LW4001-SV,"Adams Queen Size Bed Ivory Beige, Silver Leg",US-TAS-000336,Adams Bed,Bedframes,Beds,Adams,beige_tone,Fabric|Metal
US-50110014-BG,"Sorrento Outdoor Coffee Table Cover, Beige",US-T50110014,Sorrento Outdoor Coffee Table Cover,Outdoor Furniture Covers,Outdoor,Sorrento Outdoor,beige_tone,Fabric
AU-AS-000190-TL4001-BLK,"Adams 2 Seater Sofa Indigo Blue, Black Leg",AU-TAS-000190,Adams 2 Seater Sofa,2 Seater Sofas,Sofa & Armchairs,Adams,blue_tone,Fabric|Metal
US-50430016-SWR,"Sandy Mugs, Set of 4",US-T50430016,"Sandy Mugs, Set of 4",Mugs,Tableware,Sandy,white_tone,Stoneware
AU-AS-000416,Rio Outdoor Teak Dining Table 160cm with Ivory Cover,AU-T40670006,Rio Outdoor Teak Dining Table,Outdoor Rectangular Dining Tables,Outdoor,Rio Outdoor,beige_tone,Wood
AU-50440823-AR4002,"Auburn Left Arm Chaise, Performance Basalt",AU-T50440823,Auburn Performance Fabric Left Arm Chaise,Modular Chaises,Sofa & Armchairs,Auburn,grey_tone,Fabric|Performance Fabric|Bouclé
US-40370048,"Aziza Small Rug, 2' x 3'",US-T40370048,Aziza Small Rug,Small Rugs,Accessories,Aziza,white_tone,Polyester
US-50430004-SWE,"Grace Snow White Cereal Bowls, Set of 4",US-T50430004,"Grace Cereal Bowls, Set of 4",Cereal Bowls,Tableware,Grace,white_tone,Stoneware
US-50110038-SB,"Shade Round Outdoor Umbrella, Solid Beige",US-T50110038,Shade Round Outdoor Umbrella,Outdoor Umbrella,Outdoor,Shade,beige_tone,
AU-AS-000190-TL4002-SV,"Adams 2 Seater Sofa Pearl Beige, Silver Leg",AU-TAS-000190,Adams 2 Seater Sofa,2 Seater Sofas,Sofa & Armchairs,Adams,beige_tone,Fabric|Metal
US-53680030-CL,"Sateen Queen Size Duvet Cover, Cloud",US-T53680030,Sateen Duvet Cover,Duvet Covers,Accessories,Sateen,white_tone,Cotton
US-AS-000438-CB4001-WA,"Auburn Wedge Storage Console, Performance Chalk Bouclé (Walnut) (Version 2)",US-TAS-000410,Auburn Wedge Storage Console,Modular Storage Console,Sofa & Armchairs,Auburn,white_tone,Fabric|Performance Fabric|Bouclé|Wood
AU-AS-000032C-PL4011,"Todd Chaise Sofa, Slate Grey",AU-TAS-000032C,Todd Chaise Sofa,2 Seater Sofas,Sofa & Armchairs,Todd,black_tone,Fabric
AU-AS-000029C-DU4004,"Todd Right Chaise Extended Sofa Customized, Marsala",AU-TAS-000028C,Todd Side Chaise Extended Sofa,Extended 3 Seater Sofas,Sofa & Armchairs,Todd,red_tone,Fabric
AU-AS-000325C-PL4011-BLK,"Adams King Size Bed Customized, Slate Grey (Black Leg)",AU-TAS-000325C,"Adams Bed, Fumo Grey",Bedframes,Beds,Adams,black_tone,Fabric|Velvet
AU-50440512C-DU4003,"Joseph King Size Bed Customized, Coral Blue",AU-T50440512,Joseph Bed,Bedframes,Beds,Joseph,blue_tone,Wood|Fabric
AU-AS-000113C-PL4007-WA,"Alfie Sofa Customized, Oxford Blue (Walnut)",AU-TAS-000113C,Alfie Sofa,3 Seater Sofas,Sofa & Armchairs,Alfie,blue_tone,Fabric
AU-50440542-VL4006,"Velluto Velvet Throw Cushion (45cm x 45cm), Deep Teal Velvet",AU-T50440542,Velluto Velvet Throw Cushion (45cm x 45cm),Cushions,Accessories,Velluto,teal_tone,Velvet
AU-AS-000076C-PL4007-GD,"Adams Chaise Sectional Sofa with Ottoman Right Facing Customized, Oxford Blue (Brass Leg)",AU-TAS-000075C,Adams Chaise Sectional Sofa with Ottoman,Chaise Sectional Sofas,Sofa & Armchairs,Adams,blue_tone,Fabric
AU-AS-000110C-DU4004-WA,"Capella Armchair Customized, Marsala (Walnut Stain Leg)",AU-TAS-000110C,Capella Armchair,Armchairs,Sofa & Armchairs,Capella,red_tone,Fabric
AU-50440278C-LY4002,"Todd Right Chaise Customized, Owl Grey",AU-T50440278,Todd Right Chaise,Modular Chaises,Sofa & Armchairs,Todd,grey_tone,Fabric
AU-AS-000325C-SR4001-BLK,"Adams King Size Bed Customized, Canary Yellow (Black Leg)",AU-TAS-000325C,"Adams Bed, Fumo Grey",Bedframes,Beds,Adams,yellow_tone,Fabric|Velvet
AU-AS-000078C-VL4005-SV,"Adams U-Shape Sectional Sofa with Ottoman Right Facing Customized, Dusty Rose Velvet (Silver Leg)",AU-TAS-000077C,Adams U-Shape Sectional Sofa with Ottoman,U-Shape Sectional Sofas,Sofa & Armchairs,Adams,red_tone,Velvet
AU-AS-000118C-VL4009-WA,"Alfie Extended Chaise Sectional Sofa Left Facing Customized, Fern Green Velvet (Walnut)",AU-TAS-000118C,Alfie Extended Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Alfie,green_tone,Velvet
AU-AS-000137C-LE4008-BLK,"Adams Sofa Left Facing Leather Customized, Pecan (Black Leg)",AU-TAS-000137C,Adams Sofa Leather,3 Seater Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
AU-AS-000133-LE4011-SV,"Adams Right Chaise Leather, Mocha (Silver Leg)",AU-TAS-000133C,Adams Right Chaise Leather,Modular Chaises,Sofa & Armchairs,Adams,brown_tone,Leather
AU-TAS-000082C-R-SV-VL4014,Adams Chaise Sectional Sofa Olive Gold Velvet Right Facing Silver,AU-TAS-000082,Adams Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Adams,multi_tone,Fabric|Metal
AU-AS-000125-LE4011-GD,"Adams Right Corner Sofa Leather, Mocha (Brass Leg)",AU-TAS-000125C,Adams Right Corner Sofa Leather,Modular Side Corner Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
AU-43790003,"Alexander TV Console, 160cm",AU-T43790003,"Alexander TV Console, 160cm",TV Unit,Storage,Alexander,multi_tone,Wood
AU-AS-000027C-TE4005,"Todd Right Chaise Sofa Customized, Sand Grey",AU-TAS-000026C,Todd Side Chaise Sofa,2 Seater Sofas,Sofa & Armchairs,Todd,grey_tone,Fabric
AU-AS-000072C-VL4009-GD,"Adams L-Shape Sectional Sofa Customized, Fern Green Velvet (Brass Leg)",AU-TAS-000072C,Adams L-Shape Sectional Sofa,L-Shape Sectional Sofas,Sofa & Armchairs,Adams,green_tone,Velvet
AU-AS-000080C-TE4005-BLK,"Adams Sofa Right Facing Customized, Sand Grey (Black Leg)",AU-TAS-000079C,Adams Extended Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,grey_tone,Fabric
AU-53280004,Moon Framed Canvas,AU-T53280004,Moon Framed Canvas,Wall Art,Accessories,Moon,black_tone,Canvas|Wood
AU-50480046,Lionel Pendant Light,AU-T50480046,Lionel Pendant Light,Pendant Lights,Lightings,Lionel,black_tone,Metal
AU-50440314C-VL4001,"Gable Ottoman Customized, Moon Grey",AU-T50440314,Gable Ottoman,Ottomans,Sofa & Armchairs,Gable,grey_tone,Velvet
AU-50440406C-SR4005,"Wayne Armchair Replacement Fabric Cover Customized, Fumo Grey",AU-T50440406,Wayne Armchair Replacement Fabric Cover,Sofa Covers,Accessories,Wayne,black_tone,Fabric
US-T50440829C-S1-39_4-PY4002,"Hamilton Round Performance Fabric Swivel Armchair 39.4"" Single Performance Dove Grey",US-T50440829,Hamilton Round Performance Fabric Swivel Armchair,Armchairs,Sofa & Armchairs,Hamilton,multi_tone,Fabric|Metal
US-TAS-000188C-BLK-PY4002,Adams Sofa Performance Dove Grey Black,US-TAS-000188,Adams Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,multi_tone,Fabric|Metal
US-TAS-000188C-GD-PY4002,Adams Sofa Performance Dove Grey Brass,US-TAS-000188,Adams Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,multi_tone,Fabric|Metal
US-TAS-000359C-BLK-IN4003,Adams Armchair Performance Ginger Black,US-TAS-000359,Adams Armchair,Armchairs,Sofa & Armchairs,Adams,multi_tone,Fabric|Metal
US-T54000098C-PY4002,Jonathan Left Chaise Performance Dove Grey,US-T54000098,Jonathan Left Chaise,Modular Chaises,Sofa & Armchairs,Jonathan,multi_tone,Fabric
US-T50440763C-IN4003,Hamilton Sofa Performance Ginger,US-T50440763,Hamilton Sofa,3 Seater Sofas,Sofa & Armchairs,Hamilton,multi_tone,Fabric|Metal
US-T50440778C-CM-PY4004,Marlow Performance Bouclé Wedge Sofa Performance Cumin Caramel,US-T50440778,Marlow Performance Bouclé Wedge Sofa,Modular Corner Sofas,Sofa & Armchairs,Marlow,multi_tone,Fabric|Bouclé|Performance Fabric
US-TAS-000202C-CY4003,Jonathan L-Shape Sectional Sofa Light Blush,US-TAS-000202,Jonathan L-Shape Sectional Sofa,L-Shape Sectional Sofas,Sofa & Armchairs,Jonathan,multi_tone,Fabric
US-TAS-000202C-CY4001,Jonathan L-Shape Sectional Sofa Frost White,US-TAS-000202,Jonathan L-Shape Sectional Sofa,L-Shape Sectional Sofas,Sofa & Armchairs,Jonathan,multi_tone,Fabric
US-T54000013C-IN4002,Jonathan Ottoman Performance White Quartz Bouclé,US-T54000013,Jonathan Ottoman,Modular Ottomans,Sofa & Armchairs,Jonathan,multi_tone,Fabric
US-TAS-000192C-L-BLK-IN4002,Adams Chaise Sectional Sofa Left Facing Black Performance White Quartz Bouclé,US-TAS-000192,Adams Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Adams,multi_tone,Fabric|Metal
US-TAS-000361C-SV-PY4004,Adams L-Shape Sectional Sofa Performance Cumin Silver,US-TAS-000361,Adams L-Shape Sectional Sofa,L-Shape Sectional Sofas,Sofa & Armchairs,Adams,multi_tone,Fabric|Metal
US-TAS-000290C-RS-TL4001,Jonathan Extended Side Chaise Sofa Indigo Blue Right Facing,US-TAS-000290,Jonathan Extended Side Chaise Sofa,Extended 3 Seater Sofas,Sofa & Armchairs,Jonathan,multi_tone,Fabric
AU-AS-000079-VL4008-BLK,"Adams Sofa Left Facing, Midnight Blue Velvet (Black Leg)",AU-TAS-000079C,Adams Extended Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,blue_tone,Velvet
AU-AS-000079C-DO4002-SV,"Adams Sofa Left Facing Customized, Checked Grey (Silver Leg)",AU-TAS-000079C,Adams Extended Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,grey_tone,Fabric
AU-AS-000075-VL4007-SV,"Adams Chaise Sectional Sofa with Ottoman Left Facing, Fog Grey Velvet (Silver Leg)",AU-TAS-000075C,Adams Chaise Sectional Sofa with Ottoman,Chaise Sectional Sofas,Sofa & Armchairs,Adams,grey_tone,Velvet
AU-PB-000621-TL4002-NA,"Owen Right Chaise Sectional Sofa with Ottoman & Armchair, Pearl Beige (Natural Leg)",AU-TPB-000619,Owen Build-Your-Own Living Room Set,Sofa Sets,Furniture Sets,Owen,beige_tone,Fabric|Wood
AU-AS-000068C-DU4005-BLK,"Adams Armless 2 Seater Sofa Customized, Ash Grey (Black Leg)",AU-TAS-000068C,Adams Armless 2 Seater Sofa,Modular Armless 2-Seater Sofas,Sofa & Armchairs,Adams,black_tone,Fabric
AU-AS-000111C-PL4012-WA,"Capella Ottoman Customized, Sea Green (Walnut Stain Leg)",AU-TAS-000111C,Capella Ottoman,Ottomans,Sofa & Armchairs,Capella,green_tone,Fabric
AU-AS-000113C-SR4002-WA,"Alfie Sofa Customized, Azure Blue (Walnut)",AU-TAS-000113C,Alfie Sofa,3 Seater Sofas,Sofa & Armchairs,Alfie,blue_tone,Fabric
AU-54000124-NA,"Mori Left/Right Chaise Frame, Natural",AU-T54000124,Mori Left/Right Chaise Frame,Modular Chaises,Sofa & Armchairs,Mori,multi_tone,
AU-50440827-WW,"Auburn Wedge Console Top, White Wash",AU-T50440827,Auburn Wedge Console Top,Console Tables,Tables,Auburn,multi_tone,
AU-AS-000077C-PL4011-SV,"Adams U-Shape Sectional Sofa with Ottoman Left Facing Customized, Slate Grey (Silver Leg)",AU-TAS-000077C,Adams U-Shape Sectional Sofa with Ottoman,U-Shape Sectional Sofas,Sofa & Armchairs,Adams,black_tone,Fabric
AU-AS-000068C-DO4002-BLK,"Adams Armless 2 Seater Sofa Customized, Checked Grey (Black Leg)",AU-TAS-000068C,Adams Armless 2 Seater Sofa,Modular Armless 2-Seater Sofas,Sofa & Armchairs,Adams,grey_tone,Fabric
AU-AS-000070C-PL4002-BLK,"Adams 2 Seater Sofa Customized, Charcoal (Black Leg)",AU-TAS-000070C,Adams 2 Seater Sofa,2 Seater Sofas,Sofa & Armchairs,Adams,black_tone,Fabric
AU-AS-000070C-DU4002-SV,"Adams 2 Seater Sofa Customized, Dark Grey (Silver Leg)",AU-TAS-000070C,Adams 2 Seater Sofa,2 Seater Sofas,Sofa & Armchairs,Adams,black_tone,Fabric
AU-AS-000070C-TE4001-GD,"Adams 2 Seater Sofa Customized, Light Brown (Brass Leg)",AU-TAS-000070C,Adams 2 Seater Sofa,2 Seater Sofas,Sofa & Armchairs,Adams,brown_tone,Fabric
AU-AS-000071C-PL4007-SV,"Adams Armchair Customized, Oxford Blue (Silver Leg)",AU-TAS-000071C,Adams Armchair,Armchairs,Sofa & Armchairs,Adams,blue_tone,Fabric
AU-T54000102C-WW-S1-PY4001,Solange Performance Bouclé Chair Single White Wash Performance Ivory,AU-T54000102,Solange Performance Bouclé Chair,Armchairs,Sofa & Armchairs,Solange,multi_tone,Fabric|Bouclé|Performance Fabric
AU-T54000013C-PY4001,Jonathan Ottoman Performance Ivory,AU-T54000013,Jonathan Ottoman,Modular Ottomans,Sofa & Armchairs,Jonathan,multi_tone,Fabric
AU-50440715-SR4006,"Pebble Left Chaise, Forest Green",AU-T50440715,Pebble Left Chaise,Modular Chaises,Sofa & Armchairs,Pebble,green_tone,Fabric
AU-AS-000130-LE4011-BLK,"Adams Left Facing 2-Seater Leather, Mocha (Black Leg)",AU-TAS-000130C,Adams Left Facing 2 Seater Sofa Leather,Modular 2-Seater Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
AU-AS-000125C-LE4008-BLK,"Adams Right Corner Sofa Leather Customized, Pecan (Black Leg)",AU-TAS-000125C,Adams Right Corner Sofa Leather,Modular Side Corner Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
AU-AS-000126-LE4011-SV,"Adams Left Corner Sofa Leather, Mocha (Silver Leg)",AU-TAS-000126C,Adams Left Corner Sofa Leather,Modular Side Corner Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
AU-AS-000077C-TE4005-GD,"Adams U-Shape Sectional Sofa with Ottoman Left Facing Customized, Sand Grey (Brass Leg)",AU-TAS-000077C,Adams U-Shape Sectional Sofa with Ottoman,U-Shape Sectional Sofas,Sofa & Armchairs,Adams,grey_tone,Fabric
AU-AS-000076C-DU4005-BLK,"Adams Chaise Sectional Sofa with Ottoman Right Facing Customized, Ash Grey (Black Leg)",AU-TAS-000075C,Adams Chaise Sectional Sofa with Ottoman,Chaise Sectional Sofas,Sofa & Armchairs,Adams,black_tone,Fabric
AU-AS-000024C-DU4002,"Todd Sofa Customized, Dark Grey",AU-TAS-000024C,Todd Sofa,3 Seater Sofas,Sofa & Armchairs,Todd,black_tone,Fabric
AU-AS-000117C-LY4002-WA,"Alfie Chaise Sectional Sofa Right Facing Customized, Owl Grey (Walnut)",AU-TAS-000116C,Alfie Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Alfie,grey_tone,Fabric
AU-50440013C-LY4003,"Naomi Armchair Customized, Rosa Red",AU-T50440013,Naomi Armchair,Armchairs,Sofa & Armchairs,Naomi,red_tone,Fabric
AU-50440404C-LY4005,"Wayne Sofa Replacement Fabric Cover Customized, Warm Brown",AU-T50440404,Wayne Sofa Replacement Fabric Cover,Sofa Covers,Accessories,Wayne,brown_tone,Fabric
AU-PB-000218-SOR4001,"Sorrento Outdoor 3 Seater Sofa, Lounge Chair & Coffee Table Set with Cover",AU-TPB-000218,"Sorrento Outdoor 3 Seater Sofa, Lounge Chair & Coffee Table Set",Outdoor Sofa Sets,Outdoor,Sorrento Outdoor,beige_tone,Fabric|Metal
AU-PB-000918-NG4001,Dalton King Size Storage Bed with 2 Harper Side Tables Set,AU-TPB-000917,Dalton Bed with 2 Harper Side Table Set,Bed Sets,Furniture Sets,Dalton | Harper,beige_tone,Wood|Fabric
AU-AS-000542-EM4001,"Sorrento Outdoor Extended L-Shape Sectional Sofa with Ivory Cover, Natural Beige",AU-TAS-000220,Sorrento Outdoor Extended L-Shape Sectional Sofa,Outdoor L-Shape Sectional Sofas,Outdoor,Sorrento Outdoor,multi_tone,Fabric|Metal
AU-T54000131C-S1-PM4001,Dawson Swivel Armchair Performance Smoke Grey Single,AU-T54000131,Dawson Swivel Armchair,Armchairs,Sofa & Armchairs,Dawson,multi_tone,Fabric|Feather
AU-50440532-VL4002,"Jeanne Armless 2 Seater Sofa, Royal Blue",AU-T50440532,Jeanne Armless 2 Seater Sofa,Modular Armless 2-Seater Sofas,Sofa & Armchairs,Jeanne,blue_tone,Velvet|Wood
AU-50440598C-LY4003,"Alfie Right Facing 2 Seater Sofa (Natural) Customized, Rosa Red",AU-T50440598,Alfie Right Facing 2 Seater Sofa,Modular 2-Seater Sofas,Sofa & Armchairs,Alfie,red_tone,Fabric
AU-AS-000082C-PL4009-GD,"Adams Chaise Sectional Sofa Right Facing Customized, Tiffany Blue (Brass Leg)",AU-TAS-000081C,Adams Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Adams,cyan_tone,Fabric
AU-AS-000114C-LY4005-NA,"Alfie Extended Sofa Left Facing Customized, Warm Brown (Natural)",AU-TAS-000114C,Alfie Extended Sofa,3 Seater Sofas,Sofa & Armchairs,Alfie,brown_tone,Fabric
AU-50440601C-LY4002,"Alfie Left Chaise (Walnut) Customized, Owl Grey",AU-T50440597,Alfie Left Chaise,Modular Chaises,Sofa & Armchairs,Alfie,grey_tone,Fabric
AU-AS-000027C-VL4005,"Todd Right Chaise Sofa Customized, Dusty Rose Velvet",AU-TAS-000026C,Todd Side Chaise Sofa,2 Seater Sofas,Sofa & Armchairs,Todd,red_tone,Velvet
AU-AS-000028C-VL4004,"Todd Left Chaise Extended Sofa Customized, Ruby Red",AU-TAS-000028C,Todd Side Chaise Extended Sofa,Extended 3 Seater Sofas,Sofa & Armchairs,Todd,red_tone,Velvet
AU-AS-000114C-VL4005-NA,"Alfie Extended Sofa Left Facing Customized, Dusty Rose Velvet (Natural)",AU-TAS-000114C,Alfie Extended Sofa,3 Seater Sofas,Sofa & Armchairs,Alfie,red_tone,Velvet
AU-50440597C-PL4005,"Alfie Left Chaise (Natural) Customized, Teal",AU-T50440597,Alfie Left Chaise,Modular Chaises,Sofa & Armchairs,Alfie,cyan_tone,Fabric
AU-50440310C-SR4002,"Gable 2 Seater Sofa Customized, Azure Blue",AU-T50440310,Gable 2 Seater Sofa,2 Seater Sofas,Sofa & Armchairs,Gable,blue_tone,Fabric
AU-50440514C-PL4007,"Cammy Armchair Customized, Oxford Blue",AU-T50440514C,Cammy Armchair,Accent Armchairs,Sofa & Armchairs,Cammy,blue_tone,Fabric
AU-50440594-VL4009,"Alfie Left Facing 2 Seater Sofa (Natural) Customized, Fern Green Velvet",AU-T50440594,Alfie Left Facing 2 Seater Sofa,Modular 2-Seater Sofas,Sofa & Armchairs,Alfie,green_tone,Velvet
AU-50440480C-PL4002,"William Sofa Customized, Charcoal",AU-T50440123,William Sofa,3 Seater Sofas,Sofa & Armchairs,William,black_tone,Wood|Fabric
US-AS-000190C-NG4001-SV,"Adams 2 Seater Sofa Customized, Beach Linen (Silver Leg)",US-TAS-000329,Adams Loveseat,Loveseats,Sofa & Armchairs,Adams,beige_tone,Fabric|Metal
US-AS-000189C-PM4001-GD,"Adams Armchair Customized, Performance Smoke Grey (Brass Leg)",US-TAS-000359,Adams Armchair,Armchairs,Sofa & Armchairs,Adams,grey_tone,Fabric|Metal
US-PB-000769-CB4001,"Auburn Curve L-Shape with 2 Rectangular Storage Console White Wash & Ottoman, Performance Chalk Bouclé",US-TPB-000777,"Auburn Build-Your-Own Living Room Set, 5-6 Seater",Sofa Sets,Furniture Sets,Auburn,white_tone,Fabric|Performance Fabric|Bouclé
US-AS-000079-VL4008-GD,"Adams Sofa Left Hand Facing, Midnight Blue Velvet (Brass Leg)",US-TAS-000079,Adams Extended Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,multi_tone,Fabric
US-PB-000949-VIS4001,"Vista Outdoor Loveseat, 2 Lounge Chairs & Coffee Table Set",US-TPB-000948,"Vista Outdoor Loveseat, 2 Lounge Chairs & Coffee Table Set",Outdoor Sofa Sets,Outdoor,Vista Outdoor,multi_tone,Fabric|Metal
US-52460063,Arvid Dining Table,US-T52460063,Arvid Dining Table,Rectangular Dining Tables,Tables,Arvid,multi_tone,Wood|Metal
US-PB-000240-TL4004,"Amber Swivel Chair Meadow Yellow, Set of 2",US-T50440725N,Amber Swivel Chair,Accent Armchairs,Sofa & Armchairs,Amber,yellow_tone,Fabric
US-53680043-WH,"Waffle Queen Size Duvet Cover, Wheat",US-T53680043,Waffle Duvet Cover,Duvet Covers,Accessories,Waffle,beige_tone,Cotton
US-AS-000191-VL4012-GD,"Adams Ottoman Jet Black Velvet, Brass Leg",US-TAS-000191,Adams Ottoman,Ottomans,Sofa & Armchairs,Adams,black_tone,Velvet|Metal
US-40550178,Hudson Queen Size Bed,US-T40550178,Hudson Bed,Bedframes,Beds,Hudson,grey_tone,Wood|Metal|Fabric
US-PB-000480,"Sloane Dining Table 88.6"" with Bench 59"" and 6 Leather Chairs",US-TPB-000465,Sloane Dining Set for 6-8,Rectangular Dining Table Sets,Furniture Sets,Sloane,multi_tone,Leather|Wood|Cane
US-T54000131C-S1-PY4003,Dawson Swivel Armchair Performance Moss Single,US-T54000131,Dawson Swivel Armchair,Armchairs,Sofa & Armchairs,Dawson,multi_tone,Fabric|Feather
US-PB-000904,Seb 2 Nightstand with 4-Drawer Dresser Set,US-TPB-000981,Seb Build-Your-Own Bedroom Set,Bed Sets,Furniture Sets,Seb,brown_tone,Wood|Fabric
US-PB-000976,Seb King Size Bed with 2 Nightstand & 6-Drawer Dresser Set,US-TPB-000981,Seb Build-Your-Own Bedroom Set,Bed Sets,Furniture Sets,Seb,brown_tone,Wood|Fabric
AU-AS-000115C-VL4005-WA,"Alfie Extended Sofa Right Facing Customized, Dusty Rose Velvet (Walnut)",AU-TAS-000114C,Alfie Extended Sofa,3 Seater Sofas,Sofa & Armchairs,Alfie,red_tone,Velvet
AU-AS-000079C-LY4006-SV,"Adams Sofa Left Facing Customized, Seal Grey (Silver Leg)",AU-TAS-000079C,Adams Extended Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,black_tone,Fabric
AU-AS-000026C-TE4005,"Todd Left Chaise Sofa Customized, Sand Grey",AU-TAS-000026C,Todd Side Chaise Sofa,2 Seater Sofas,Sofa & Armchairs,Todd,grey_tone,Fabric
AU-AS-000143C-LE4008-BLK,"Adams Extended Chaise Sectional Sofa Left Facing Leather Customized, Pecan (Black Leg)",AU-TAS-000143C,Adams Extended Chaise Sectional Sofa Leather,Chaise Sectional Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
AU-AS-000145C-LE4009-GD,"Adams L-Shape Sectional Sofa Leather Customized, Vintage Latte (Brass Leg)",AU-TAS-000145C,Adams L-Shape Sectional Sofa Leather,L-Shape Sectional Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
